Date & Time,Headline,Text,Source,URL,Sector,Ticker,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Total Sentiment (Compound)
"Fri, 15 Mar 2024 18:55:40 -0400",Lam Research (LRCX) Suffers a Larger Drop Than the General Market: Key Insights,"Lam Research (LRCX) closed at $910.09 in the latest trading session, marking a -1.68% move from the prior day.",Zacks Investment Research,https://www.zacks.com/stock/news/2241688/lam-research-lrcx-suffers-a-larger-drop-than-the-general-market-key-insights?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2241688,technology,LRCX,0.148,0.852,0.0,-0.6369
"Fri, 15 Mar 2024 18:55:33 -0400",Texas Instruments (TXN) Increases Despite Market Slip: Here's What You Need to Know,"The latest trading day saw Texas Instruments (TXN) settling at $172.52, representing a +0.81% change from its previous close.",Zacks Investment Research,https://www.zacks.com/stock/news/2241683/texas-instruments-txn-increases-despite-market-slip-here-s-what-you-need-to-know?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2241683,technology,TXN,0.0,1.0,0.0,0.0
"Fri, 15 Mar 2024 18:51:16 -0400",Micron (MU) Ascends While Market Falls: Some Facts to Note,"In the latest trading session, Micron (MU) closed at $93.25, marking a +1.99% move from the previous day.",Zacks Investment Research,https://www.zacks.com/stock/news/2241661/micron-mu-ascends-while-market-falls-some-facts-to-note?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2241661,technology,MU,0.0,1.0,0.0,0.0
"Fri, 15 Mar 2024 18:40:48 -0400",What You Need To Know Ahead of Micron's Earnings Report Wednesday,"Micron Technology (MU) is set to announce its second-quarter earnings for the 2024 fiscal year after the bell on Wednesday, with analysts expecting an increase in dynamic random access memory (DRAM) revenue helping narrow losses, as well as additional details about the chips it's producing for Nvidia's (NVDA) artificial intelligence (AI) graphic processing units (GPUs).",Investopedia,https://www.investopedia.com/micron-technology-q2-fy-2024-earnings-preview-8608658,technology,MU,0.036,0.8,0.164,0.8225
"Fri, 15 Mar 2024 10:07:47 -0400",This AI stock just got its price target raised by 60%,"Despite pessimistic forecasts and bubble concerns, the stock market keeps its momentum, driven by artificial intelligence. Micron Technology (NASDAQ: MU) stock recently received a 57% increase in its price target, highlighting its latest success.",Finbold,https://finbold.com/this-ai-stock-just-got-its-price-target-raised-by-60/?utm_source=snapi,technology,MU,0.0,0.785,0.215,0.8809
"Fri, 15 Mar 2024 09:41:00 -0400","Micron's stock could rocket 60%, says the new biggest bull on Wall Street","Micron Technology Inc. has now found itself in a cool crowd, and that could translate to big gains for its stock, one analyst says.",Market Watch,https://www.marketwatch.com/story/microns-stock-could-rocket-60-says-the-new-biggest-bull-on-wall-street-cfc3cb79,technology,MU,0.0,0.882,0.118,0.5719
"Fri, 15 Mar 2024 18:51:09 -0400",Qualcomm (QCOM) Registers a Bigger Fall Than the Market: Important Facts to Note,"In the closing of the recent trading day, Qualcomm (QCOM) stood at $167.23, denoting a -0.72% change from the preceding trading day.",Zacks Investment Research,https://www.zacks.com/stock/news/2241651/qualcomm-qcom-registers-a-bigger-fall-than-the-market-important-facts-to-note?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2241651,technology,QCOM,0.0,0.95,0.05,0.2023
"Fri, 15 Mar 2024 17:28:00 -0400","The Score: Southwest Airlines, Oracle, Dollar Tree and More Stocks That Defined the Week",Here are some of the major companies whose stocks moved on the week's news.,WSJ,https://www.wsj.com/articles/the-score-southwest-airlines-oracle-dollar-tree-and-more-stocks-that-defined-the-week-8e5524c7,technology,DLTR,0.0,1.0,0.0,0.0
"Fri, 15 Mar 2024 17:00:00 -0400","Here's My Top ""Magnificent Seven"" Stock to Buy and Hold for the Next 10 Years",Nvidia believes the long-term data center opportunity could be double its previous estimate. Artificial intelligence is leading to a new type of data center that could expand the addressable market for the company's products.,The Motley Fool,https://www.fool.com/investing/2024/03/15/top-magnificent-seven-stock-buy-hold/,technology,NVDA,0.0,0.76,0.24,0.9169
"Fri, 15 Mar 2024 12:19:22 -0400","Nvidia Stock Has 12% Upside, According This Wall Street Analyst","Wedbush Securities recently raised its price target to $1,000 from $850. The firm sees the potential for positive news from Nvidia at next week's Global Technology Conference.",The Motley Fool,https://www.fool.com/investing/2024/03/15/nvidia-stock-upside-wall-street-analyst/,technology,NVDA,0.0,0.858,0.142,0.7003
"Fri, 15 Mar 2024 11:15:00 -0400","Hey ChatGPT, Why Isn't My AI Fund Up Like Nvidia?",It's harder to hitch your wagon to Wall Street's latest fad than you might think.,WSJ,https://www.wsj.com/articles/ai-disruptive-innovation-funds-2b9d31b3,technology,NVDA,0.0,0.839,0.161,0.5267
"Fri, 15 Mar 2024 10:31:07 -0400",Is It Worth Investing in Nvidia (NVDA) Based on Wall Street's Bullish Views?,"The recommendations of Wall Street analysts are often relied on by investors when deciding whether to buy, sell, or hold a stock. Media reports about these brokerage-firm-employed (or sell-side) analysts changing their ratings often affect a stock's price.",Zacks Investment Research,https://www.zacks.com/stock/news/2241323/is-it-worth-investing-in-nvidia-nvda-based-on-wall-street-s-bullish-views?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|average_broker_rating-2241323,technology,NVDA,0.0,0.963,0.037,0.2263
"Fri, 15 Mar 2024 10:00:00 -0400",3 Brilliant Reasons to Buy Nvidia Stock Right Now,"Nvidia has been an incredible outperformer over the past year. The market is large enough for Nvidia to have strong, sustained growth levels.",The Motley Fool,https://www.fool.com/investing/2024/03/15/3-brilliant-reasons-to-buy-nvidia-stock-right-now/,technology,NVDA,0.0,0.749,0.251,0.8658
"Fri, 15 Mar 2024 09:00:00 -0400",Here's How We're Trading Nvidia Stock Heading Into GTC 2024,"Nvidia Corporation stock has seen significant growth due to high demand for its AI chips, which remain supply constrained. Although concerns over the sustainability of Nvidia's valuation and growth expectations have recently increase, industry capex allocation to AI-related infrastructure remains on the rise within the foreseeable future. Nvidia remains well-positioned for further fundamental outperformance, which is supportive of a similar extent of valuation multiple expansion as previously observed leading up to its next earnings release.",Seeking Alpha,https://seekingalpha.com/article/4678479-here-is-how-we-are-trading-nvidia-stock-heading-into-gtc-2024,technology,NVDA,0.031,0.844,0.124,0.8225
"Fri, 15 Mar 2024 08:34:00 -0400","Nvidia led Phase 1 of the AI trade, and these are the next three, says Goldman Sachs",A pick up in Treasury yields following slightly hotter-than-expected consumer and producer prices inflation data this week has given equity traders pause for thought.,Market Watch,https://www.marketwatch.com/story/nvidia-led-phase-1-of-the-ai-trade-these-are-the-next-three-says-goldman-sachs-cf3bb585,technology,NVDA,0.0,0.957,0.043,0.2023
"Fri, 15 Mar 2024 08:00:00 -0400","RAVE Computer to Launch High-Performance NVIDIA Omniverse-Certified RenderBEAST X2 Workstation at NVIDIA GTC, Elevating Immersive Computing Capabilities","STERLING HEIGHTS, Mich.--(BUSINESS WIRE)-- #BetterTogether--RAVE Computer to Launch High-Performance Dual GPU RenderBEAST X2 Workstation at NVIDIA GTC - Elevating Immersive Computing Capabilities.",Business Wire,https://www.businesswire.com/news/home/20240315623603/en/RAVE-Computer-to-Launch-High-Performance-NVIDIA-Omniverse-Certified-RenderBEAST-X2-Workstation-at-NVIDIA-GTC-Elevating-Immersive-Computing-Capabilities/,technology,NVDA,0.0,1.0,0.0,0.0
"Fri, 15 Mar 2024 07:45:00 -0400",Nvidia Is an Investor in Artificial Intelligence (AI) Start-Up Databricks. Should Palantir Investors Worry?,Nvidia has been investing significant capital into AI-powered enterprise software platforms. Databricks offers a host of artificial intelligence (AI) applications through its Mosaic AI software.,The Motley Fool,https://www.fool.com/investing/2024/03/15/nvidia-is-an-investor-in-artificial-intelligence-a/,technology,NVDA,0.063,0.763,0.174,0.6249
"Fri, 15 Mar 2024 07:38:07 -0400",Don't Fight the Tide: Nvidia's AI Momentum Is Your Ticket to Massive Gains,"Nvidia (NASDAQ: NVDA ) has been on an absolute tear to start 2024. The company's stock surged on Tuesday, extending its winning streak and propelling NVDA stock back toward its all-time high.",InvestorPlace,https://investorplace.com/2024/03/dont-fight-the-tide-nvidias-ai-momentum-is-your-ticket-to-massive-gains/,technology,NVDA,0.0,0.84,0.16,0.7896
"Fri, 15 Mar 2024 16:53:13 -0400","Uber, Lyft to Exit Minneapolis After Minimum Wage Vote","Uber and Lyft will reportedly halt their operations in Minneapolis after the city council voted to require that drivers be paid a minimum wage of $15.57 per hour. The rideshare companies said they will stop operating there on May 1, Reuters reported Friday (March 15).",PYMNTS,https://www.pymnts.com/news/ridesharing/2024/uber-lyft-to-exit-minneapolis-after-minimum-wage-vote/?utm_source=snapi,technology,LYFT,0.04,0.96,0.0,-0.296
"Fri, 15 Mar 2024 16:05:44 -0400","Uber, Lyft to Leave Minneapolis Over New Wage Regulations",Don't expect to get a ride from Uber (UBER) or Lyft (LYFT) cars in Minneapolis after May 1.,Investopedia,https://www.investopedia.com/uber-lyft-to-leave-minneapolis-over-minimum-wage-law-8609867,technology,LYFT,0.053,0.947,0.0,-0.1189
"Fri, 15 Mar 2024 15:45:56 -0400","Uber, Lyft to leave Minneapolis due to minimum wage law",Uber and Lyft said they will stop operations in Minneapolis after the city council voted to override Mayor Jacob Frey's veto of the new minimum wage law.,Fox Business,https://www.foxbusiness.com/lifestyle/uber-lyft-to-leave-minneapolis-due-to-minimum-wage-law,technology,LYFT,0.095,0.905,0.0,-0.3947
"Fri, 15 Mar 2024 15:21:44 -0400",Uber and Lyft Threaten to Pull Out of Minneapolis After City Council Vote,Local lawmakers in the Minnesota city voted on Thursday to guarantee a minimum hourly wage to ride-hailing drivers.,NYTimes,https://www.nytimes.com/2024/03/15/technology/uber-lyft-minneapolis-minimum-wage.html,technology,LYFT,0.085,0.856,0.059,-0.2177
"Fri, 15 Mar 2024 12:13:18 -0400","Uber, Lyft to stop operations in Minneapolis over minimum wage law",Uber Technologies and Lyft said on Friday they will stop operations in Minneapolis starting May 1 after the city's council paved the path for rideshare drivers to be paid a minimum wage.,Reuters,https://www.reuters.com/technology/uber-lyft-stop-operations-minneapolis-over-minimum-wage-law-2024-03-15/,technology,LYFT,0.102,0.898,0.0,-0.5667
"Fri, 15 Mar 2024 10:11:00 -0400",Uber and Lyft Are Leaving Minneapolis Over Pay Dispute. Their Stocks Are Falling.,"The city council said they have to pay drivers more, which the companies say makes the business uneconomical.",Barrons,https://www.barrons.com/articles/uber-lyft-minneapolis-stock-9643c737,technology,LYFT,0.208,0.792,0.0,-0.6249
"Fri, 15 Mar 2024 16:51:45 -0400",Why a Steve Mnuchin-Run TikTok Is Bad News for Investors,"This week, the House of Representatives passed a bill that caught the attention of the entire country. Under the bill, popular social media app TikTok will be banned in the U.S. unless its Chinese conglomerate ByteDance agrees to sell it.",InvestorPlace,https://investorplace.com/2024/03/why-a-steve-mnuchin-run-tiktok-is-bad-news-for-investors/,technology,DWAC,0.114,0.806,0.081,-0.4404
"Fri, 15 Mar 2024 16:30:00 -0400",From Refund to Riches: 7 Stocks to Invest Your Tax Return Like a Pro,"Millions of Americans will get money back from Uncle Sam. They'll use it for entertainment, to pay down high-interest debt, build an emergency fund, pay their future selves in a retirement account, save for college, or even take the family away for a bit.",InvestorPlace,https://investorplace.com/2024/03/from-refund-to-riches-7-stocks-to-invest-your-tax-return-like-a-pro/,technology,ADC,0.113,0.716,0.17,0.7184
"Fri, 15 Mar 2024 16:30:00 -0400",The 3 Most Undervalued Large-Cap Stocks to Buy in March 2024,"Value investing has long been a popular and successful style of investing. Essentially, value investors will search for stocks that appear to be trading for less than what the company should be valued at.",InvestorPlace,https://investorplace.com/2024/03/the-3-most-undervalued-large-cap-stocks-to-buy-in-march-2024/,technology,AAPL,0.0,0.737,0.263,0.9231
"Fri, 15 Mar 2024 10:01:35 -0400",Watch for Tech Giants to Boost Share Buybacks in 2024,"Watch for robust earnings growth at big techs such as Meta Platforms Inc. NASDAQ: META, Nvidia Corp. NASDAQ: NVDA, Microsoft Corp. NASDAQ: MSFT and Apple Inc. NASDAQ: AAPL to increase the rate of share buybacks this year, says a recent report from Goldman Sachs.",MarketBeat,https://www.marketbeat.com/stock-ideas/watch-for-tech-giants-to-boost-share-buybacks-in-2024/?utm_source=snapi,technology,AAPL,0.0,0.769,0.231,0.9081
"Fri, 15 Mar 2024 09:39:37 -0400",Apple supplier Jabil cuts full-year forecasts on softer demand,"Electronic components maker Jabil Inc , which is a key Apple supplier, cut its full-year forecasts on Friday due to slowing demand for 5G technology, renewable energy and digital print, sending its shares down 13% in early trading.",Reuters,https://www.reuters.com/technology/apple-supplier-jabil-cuts-full-year-forecasts-softer-demand-2024-03-15/,technology,AAPL,0.139,0.779,0.082,-0.25
"Fri, 15 Mar 2024 16:30:00 -0400",The 3 Most Undervalued Esports Stocks To Buy In March 2024,You've come to the right place if you're looking for undervalued secular growth stocks. This article focuses on Esports stocks.,InvestorPlace,https://investorplace.com/2024/03/the-3-most-undervalued-esports-stocks-to-buy-in-march-2024/,technology,AGAE,0.0,0.92,0.08,0.3818
"Fri, 15 Mar 2024 16:30:00 -0400",7 Stocks That Could Soar as the Space Race Heats Up,"Seven space stocks should be on your watch list this month. These companies are at the forefront of the rapidly growing space industry, which is being driven by increased commercial activities, new technological innovations, and ambitious exploration plans by both private firms and government agencies.",InvestorPlace,https://investorplace.com/2024/03/7-stocks-that-could-soar-as-the-space-race-heats-up/,technology,ASTS,0.0,0.855,0.145,0.7783
"Fri, 15 Mar 2024 15:17:19 -0400",Google's New Bulk Email Guidelines Incentivize Better Digital B2B Strategies,"The digitization of the B2B space, from payments to marketplaces, is well-trodden ground by now. But that doesn't mean that the increasingly online modus operandi for B2B businesses can't throw companies a few curveballs every now and then.",PYMNTS,https://www.pymnts.com/news/retail/2024/googles-new-bulk-email-guidelines-incentivize-better-digital-b2b-strategies/?utm_source=snapi,technology,GOOG,0.0,0.96,0.04,0.2382
"Fri, 15 Mar 2024 10:06:11 -0400",Here is What to Know Beyond Why Alphabet Inc. (GOOG) is a Trending Stock,"Alphabet Inc. (GOOG) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",Zacks Investment Research,https://www.zacks.com/stock/news/2241253/here-is-what-to-know-beyond-why-alphabet-inc-goog-is-a-trending-stock?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|most_searched_stocks-2241253,technology,GOOG,0.066,0.89,0.044,-0.2263
"Fri, 15 Mar 2024 08:48:16 -0400",India antitrust body orders probe into Google's billing dispute,"India's antitrust body on Friday ordered a probe into Alphabet Inc's Google in an ongoing dispute with local startups over its in-app billing system, saying the U.S. firm implemented its policies in a ""discriminatory manner"".",Reuters,https://www.reuters.com/technology/india-antitrust-body-orders-probe-into-googles-billing-dispute-2024-03-15/,technology,GOOG,0.114,0.886,0.0,-0.6597
"Fri, 15 Mar 2024 07:34:19 -0400",March Market Madness: 3 Stocks to Dominate Your Bracket,March Madness is back and will bring together people who talk about college basketball and actively follow the games. Many people enjoy creating their brackets and seeing how close they get to predicting the final outcome.,InvestorPlace,https://investorplace.com/2024/03/march-market-madness-3-stocks-to-dominate-your-bracket/,technology,GOOG,0.135,0.722,0.143,0.1027
"Fri, 15 Mar 2024 14:01:06 -0400",Why Elevance (ELV) is a Smart Addition to Your Portfolio Now,"Elevance's (ELV) top line is poised to gain from rising product revenues, administrative fees and other revenues.",Zacks Investment Research,https://www.zacks.com/stock/news/2241626/why-elevance-elv-is-a-smart-addition-to-your-portfolio-now?cid=CS-STOCKNEWSAPI-FT-analyst_blog|rank_focused-2241626,technology,ELV,0.0,0.708,0.292,0.836
"Fri, 15 Mar 2024 13:51:04 -0400",FactSet (FDS) to Report Q2 Earnings: What's in the Offing?,FactSet's (FDS) second-quarter fiscal 2024 earnings and revenues are expected to increase year over year.,Zacks Investment Research,https://www.zacks.com/stock/news/2241625/factset-fds-to-report-q2-earnings-what-s-in-the-offing?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_preview-2241625,technology,FDS,0.0,0.913,0.087,0.3182
"Fri, 15 Mar 2024 13:37:00 -0400",Teledyne to Hold Investor Meetings,"THOUSAND OAKS, Calif.--(BUSINESS WIRE)--Teledyne Technologies Incorporated (NYSE:TDY) today announced that Edwin Roks, Chief Executive Officer, and Jason VanWees, Vice Chairman, will be holding investor meetings at the Bank of America Global Industrials Conference on Tuesday, March 19. Teledyne's latest investor presentation is publicly available on the Company's website at www.teledyne.com/investors/events-and-presentations. Teledyne Technologies is a leading provider of sophisticated digital.",Business Wire,https://www.businesswire.com/news/home/20240315150994/en/Teledyne-to-Hold-Investor-Meetings/,technology,TDY,0.0,0.946,0.054,0.5574
"Fri, 15 Mar 2024 13:26:13 -0400",Jabil Stock Plunges as Sales and Guidance Miss Estimates on 'Revenue Headwinds',Jabil Inc. (JBL) shares were down nearly 17% in afternoon trading Friday after the electronic technology firm's second-quarter fiscal 2024 sales and current-quarter guidance missed estimates as it faced difficult economic conditions.,Investopedia,https://www.investopedia.com/jabil-stock-plunges-as-sales-and-guidance-miss-estimates-on-revenue-headwinds-8609655,technology,JBL,0.13,0.825,0.045,-0.4767
